,movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,world_wide_box_office
195,The Good Night,2007,91240100,15000000,22441,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,,22441
196,La Môme,2007,36760100,15500000,10299782,78312055,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,140.0,88611837
197,Slow Burn,2007,59620100,15500000,1237615,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,93.0,1237615
198,The Messengers,2007,16040100,16000000,35374833,18400000,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0.0,90.0,53774833
199,Hot Fuzz,2007,22440100,16000000,23618786,58123832,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,121.0,81742618
200,Things We Lost in the Fire,2007,51200100,16000000,3287315,4832833,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,119.0,8120148
201,Becoming Jane,2007,26490100,16500000,18663911,20716965,PG,Dramatization,Based on Real Life Events,Live Action,Romantic Comedy,0.0,120.0,39380876
202,Arn - Tempelriddaren,2007,133140100,16500000,0,21404122,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,139.0,21404122
203,Sydney White,2007,34490100,16500000,11892415,1743924,PG-13,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Comedy,0.0,108.0,13636339
204,Smokin' Aces,2007,15920100,17000000,35662731,21600709,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,107.0,57263440
205,Southland Tales,2007,72450100,17000000,275380,89227,R,Contemporary Fiction,Original Screenplay,Live Action,Musical,0.0,,364607
206,Taxi 4,2007,120530100,17500000,0,60865364,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,,60865364
207,Superbad,2007,2970100,17500000,121463226,48491916,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,112.0,169955142
208,"Gone, Baby, Gone",2007,24940100,19000000,20300218,14051944,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,114.0,34352162
209,Code Name: The Cleaner,2007,40120100,20000000,8135024,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,91.0,8135024
210,Reign Over Me,2007,25600100,20000000,19661987,420000,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,124.0,20081987
211,Nancy Drew,2007,21080100,20000000,25584685,5119160,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,97.0,30703845
212,Dead Silence,2007,28530100,20000000,16574590,4040071,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,90.0,20614661
213,Into the Wild,2007,26730100,20000000,18354356,38468604,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,149.0,56822960
214,Disturbia,2007,5850100,20000000,80818974,37718653,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,97.0,118537627
215,Georgia Rule,2007,26300100,20000000,18882880,1936721,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,113.0,20819601
216,The Kite Runner,2007,29470100,20000000,15800078,58380667,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,125.0,74180745
217,I’m Not There,2007,49050100,20000000,4017609,8380004,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,135.0,12397613
218,Death Sentence,2007,38070100,20000000,9534258,7373573,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,105.0,16907831
219,Epic Movie,2007,14120100,20000000,39739367,47119211,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,86.0,86858578
220,Premonition,2007,11600100,20000000,47852604,33608739,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,97.0,81461343
221,Death at a Funeral,2007,39500100,20000000,8580428,38210000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,91.0,46790428
222,Freedom Writers,2007,15510100,21000000,36605602,7027007,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,122.0,43632609
223,Michael Clayton,2007,11300100,21500000,49033882,43953769,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,120.0,92987651
224,Molière,2007,65350100,21600000,635733,155421,PG-13,Dramatization,Unknown,Live Action,Comedy,0.0,,791154
225,The Game Plan,2007,4840100,22000000,90648202,55942785,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,110.0,146590987
226,Zwartboek,2007,48080100,22000000,4398532,22839822,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0.0,145.0,27238354
227,1408,2007,129960100,22500000,71985628,59277742,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0.0,104.0,131263370
228,In the Valley of Elah,2007,42850100,23000000,6777741,17711409,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,121.0,24489150
229,Flood,2007,126440100,24000000,0,4084232,Unknown,Unknown,Unknown,Live Action,Unknown,0.0,,4084232
230,Hitman,2007,14150100,24000000,39687694,59447877,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,95.0,99135571
231,War,2007,23310100,25000000,22486409,18200000,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,103.0,40686409
232,Mr. Bean’s Holiday,2007,17000100,25000000,33302167,201679175,G,Contemporary Fiction,Based on TV,Live Action,Adventure,1.0,90.0,234981342
233,Good Luck Chuck,2007,16220100,25000000,35017297,24166524,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,95.0,59183821
234,Hot Rod,2007,31760100,25000000,13938332,396069,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,88.0,14334401
235,August Rush,2007,17980100,25000000,31664162,34217941,PG,Fantasy,Based on Real Life Events,Live Action,Drama,0.0,114.0,65882103
236,No Country for Old Men,2007,6530100,25000000,74273505,89762248,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,122.0,164035753
237,There Will Be Blood,2007,13890100,25000000,40222514,36986197,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,158.0,77208711
238,The Hoax,2007,41990100,25000000,7164995,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,116.0,7164995
239,Bridge to Terabithia,2007,5560100,25000000,82234139,55750649,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0.0,94.0,137984788
240,Martian Child,2007,41320100,27000000,7500310,1851779,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,108.0,9352089
241,Knocked Up,2007,1850100,27500000,148761765,70504187,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,132.0,219265952
242,Rendition,2007,37840100,27500000,9736045,17203880,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,122.0,26939925
243,Alatriste,2007,118400100,28000000,0,22860477,Unknown,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,145.0,22860477
244,We Own the Night,2007,19510100,28000000,28563179,26744678,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,118.0,55307857
245,No Reservations,2007,12850100,28000000,43107979,48835977,PG,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0.0,101.0,91943956
246,DOA: Dead or Alive,2007,67470100,30000000,480314,7275372,PG-13,Fantasy,Based on Game,Live Action,Action,0.0,,7755686
247,P.S. I Love You,2007,9970100,30000000,53695808,102073870,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0.0,126.0,155769678
248,30 Days of Night,2007,130150100,30000000,39568996,40707160,R,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0.0,113.0,80276156
249,Genghis Khan: To the Ends of the Earth and Sea,2007,100700100,30000000,3892,4870606,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,136.0,4874498
250,Atonement,2007,10710100,30000000,50980159,78799569,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,123.0,129779728
251,Evening,2007,33730100,30000000,12406646,478928,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,117.0,12885574
252,Goodbye Bafana,2007,116840100,30000000,0,2717302,Unknown,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,140.0,2717302
253,The Assassination of Jesse James by the Coward Robert Ford,2007,49520100,30000000,3909149,11404482,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Western,0.0,160.0,15313631
254,The Number 23,2007,16120100,32000000,35193167,42400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,95.0,77593167
255,Dragon Wars: D-War,2007,35870100,32000000,10977721,68937640,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0.0,90.0,79915361
256,TMNT,2007,9870100,35000000,54149098,41946920,PG,Science Fiction,Based on Comic/Graphic Novel,Digital Animation,Action,0.0,86.0,96096018
257,Lions for Lambs,2007,30380100,35000000,14998070,48213018,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,88.0,63211088
258,Walk Hard: The Dewey Cox Story,2007,26770100,35000000,18317151,2288902,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,96.0,20606053
259,License to Wed,2007,12680100,35000000,43799818,26387270,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,91.0,70187088
260,Virgin Territory,2007,118090100,38000000,0,5473041,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,5473041
261,Because I Said So,2007,13000100,39000000,42674040,26864793,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,102.0,69538833
262,Shoot 'Em Up,2007,33270100,39000000,12796824,14000000,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,87.0,26796824
263,Aliens vs. Predator - Requiem,2007,13340100,40000000,41797066,87087428,R,Science Fiction,Based on Movie,Live Action,Action,1.0,94.0,128884494
264,The Hunting Party,2007,62820100,40000000,876671,6852881,R,Dramatization,Based on Factual Book/Article,Live Action,Adventure,0.0,,7729552
265,The Reaping,2007,21470100,40000000,25126214,37100000,R,Fantasy,Original Screenplay,Live Action,Horror,0.0,96.0,62226214
266,Nomad,2007,82590100,40000000,79123,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,,79123
267,The Water Horse: Legend of the Deep,2007,13820100,40000000,40412817,63016938,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0.0,105.0,103429755
268,Sunshine,2007,50090100,40000000,3688560,28342050,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,107.0,32030610
269,Love in the Time of Cholera,2007,47400100,45000000,4617608,26459810,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,133.0,31077418
270,The Bucket List,2007,4660100,45000000,93466502,81340943,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,97.0,174807445
271,Resident Evil: Extinction,2007,10840100,45000000,50648679,99222424,R,Science Fiction,Based on Game,Live Action,Action,1.0,95.0,149871103
272,Across the Universe,2007,22040100,45000000,24343673,5023470,PG-13,Historical Fiction,Original Screenplay,Live Action,Musical,0.0,133.0,29367143
273,3:10 to Yuma,2007,130050100,48000000,53606916,17564909,R,Historical Fiction,Remake,Live Action,Western,0.0,122.0,71171825
274,Hannibal Rising,2007,19920100,50000000,27669725,52913586,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,117.0,80583311
275,Eastern Promises,2007,27920100,50000000,17181265,38895823,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,100.0,56077088
276,Grindhouse,2007,21560100,53000000,25031037,25156752,R,Fantasy,Original Screenplay,Live Action,Horror,0.0,191.0,50187789
277,Elizabeth: The Golden Age,2007,28880100,55000000,16285240,58585626,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,1.0,110.0,74870866
278,Alvin and the Chipmunks,2007,770100,55000000,217326974,145278059,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0.0,91.0,362605033
279,Lucky You,2007,45050100,55000000,5755286,766543,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,124.0,6521829
280,Wild Hogs,2007,1470100,60000000,168213584,85341799,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,99.0,253555383
281,300,2007,129760100,60000000,210614939,243546996,R,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,0.0,115.0,454161935
282,Shooter,2007,11790100,60000000,47003582,48534978,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,126.0,95538560
283,Blades of Glory,2007,3160100,61000000,118594548,27000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,93.0,145594548
284,The Last Legion,2007,44660100,67000000,5932060,19425711,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,110.0,25357771
285,The Brave One,2007,15390100,70000000,36793804,32998900,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,122.0,69792704
286,Stardust,2007,14500100,70000000,38634938,98387307,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,128.0,137022245
287,Next,2007,26880100,70000000,18211013,55380487,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,96.0,73591500
288,The Simpsons Movie,2007,1140100,72500000,183135014,343936008,PG-13,Contemporary Fiction,Based on TV,Digital Animation,Adventure,0.0,86.0,527071022
289,The Kingdom,2007,11690100,72500000,47467250,39042352,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,111.0,86509602
290,Hairspray,2007,3130100,75000000,118871849,84163723,PG,Historical Fiction,Remake,Live Action,Musical,0.0,115.0,203035572
291,Charlie Wilson's War,2007,7580100,75000000,66661095,52851676,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,97.0,119512771
292,The Invasion,2007,30170100,80000000,15074191,25072851,PG-13,Science Fiction,Remake,Live Action,Thriller/Suspense,0.0,99.0,40147042
293,Zodiac,2007,17120100,85000000,33080084,50000000,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,158.0,83080084
294,Enchanted,2007,2670100,85000000,127706877,212677264,PG,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy,0.0,108.0,340384141
295,I Now Pronounce You Chuck and Larry,2007,3060100,85000000,119725280,65983182,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,115.0,185708462
296,Ocean's Thirteen,2007,3240100,85000000,117144465,194600000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1.0,122.0,311744465
297,American Gangster,2007,129820100,100000000,130164645,137820811,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,157.0,267985456
298,Surf's Up,2007,8860100,100000000,58867694,86528051,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,85.0,145395745
299,Live Free or Die Hard,2007,2390100,110000000,134529403,247758744,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1.0,129.0,382288147
300,Ghost Rider,2007,3310100,120000000,115802596,113742993,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0.0,110.0,229545589
301,Fantastic Four: Rise of the Silver Surfer,2007,2500100,120000000,131921738,157558953,PG,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,91.0,289480691
302,The Bourne Ultimatum,2007,680100,130000000,227471070,216572326,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1.0,113.0,444043396
303,I am Legend,2007,480100,150000000,256393010,329139674,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0.0,100.0,585532684
304,Ratatouille,2007,870100,150000000,206445654,420104041,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,110.0,626549695
305,Harry Potter and the Order of the Phoenix,2007,330100,150000000,292137260,650939197,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1.0,138.0,943076457
306,Beowulf,2007,5580100,150000000,82280579,112800000,PG-13,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0.0,115.0,195080579
307,Transformers,2007,210100,151000000,319246193,389026399,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,0.0,142.0,708272592
308,Shrek the Third,2007,200100,160000000,322719944,484610992,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1.0,92.0,807330936
309,Evan Almighty,2007,4330100,175000000,100289690,73841639,PG,Fantasy,Original Screenplay,Live Action,Comedy,1.0,96.0,174131329
310,Rush Hour 3,2007,2150100,180000000,140125968,116459914,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1.0,91.0,256585882
311,The Golden Compass,2007,7110100,205000000,70107728,297154830,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,113.0,367262558
312,Spider-Man 3,2007,170100,258000000,336530303,558329927,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,1.0,139.0,894860230
313,Pirates of the Caribbean: At World’s End,2007,270100,300000000,309420425,654000000,PG-13,Historical Fiction,Based on Theme Park Ride,Live Action,Adventure,1.0,167.0,963420425
